"Observed","Total","Completeness","Mean","Median","Min","Max","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"14","14","100",NA,NA,NA,NA,"floor_specify","head_of_household_demographics",NA,"text","Please specify floor of dwelling:",NA,NA,NA,NA,NA,NA,"[floor] = '9'","y",NA,NA,NA,NA,NA
"3","3","100",NA,NA,NA,NA,"floor_specify_2","head_of_household_demographics",NA,"text","<div class=""rich-text-field-label""><p>Nceda uchaze umgangatho/ flori yendlu yakho:</p></div>",NA,NA,NA,NA,NA,NA,"[floor_x] = '9'","y",NA,NA,NA,NA,NA
"2396","2396","100",NA,NA,NA,NA,"roof","head_of_household_demographics",NA,"dropdown","How would you describe the roof of your house?","1, No roof|2, Thatching/grass|3, Mud/sod|4, Plastic|5, Wattle and daub|6, Mud with cement mix|7, Bricks|8, Wood planks|9, Cardboard|10, Corrugated metal|11, Wood|12, Asbestos|13, Tiles|14, Cements|15, Other",NA,NA,NA,NA,NA,"[language_prefer] = '1'","y",NA,NA,NA,NA,NA
"1189","1189","100",NA,NA,NA,NA,"roof_x","head_of_household_demographics",NA,"dropdown","<div class=""rich-text-field-label""><p>Ungaluchaza njani uphahla lwendlu yakho?</p></div>","1, Akukho phahla|2, Ukufulela/ingca|3, Mus/sod|4, iPlastiki|5, Ukufulela ngezinti|6, Udaka olunomxube wesamente|7, Izitena|8, Iiplanga|9, Ikhadibhodi|10, intsimbi / iZinc|11, iinkuni|12, Asbestos|13, iiThayile|14, Iisamente|15, Okunye",NA,NA,NA,NA,NA,"[language_prefer] = '2'","y",NA,NA,NA,NA,NA
"479","479","100",NA,NA,NA,NA,"roof_specify","head_of_household_demographics",NA,"text","Please specify roof of dwelling:",NA,NA,NA,NA,NA,NA,"[roof] = '15'","y",NA,NA,NA,NA,NA
"5","5","100",NA,NA,NA,NA,"roof_specify_x","head_of_household_demographics",NA,"text","<div class=""rich-text-field-label""><p>Nceda ucacise uphahla lwendlu yakho?</p></div>",NA,NA,NA,NA,NA,NA,"[roof_x] = '15'","y",NA,NA,NA,NA,NA
"2396","2396","100",NA,NA,NA,NA,"fam_decision_1","head_of_household_demographics","<div class=""rich-text-field-label""><p style=""text-align: center;"">Family Decision Making</p></div>","radio","Who usually makes decisions about making major household purchases?","1, Respondent/Participant|2, Spouse/partner|3, Respondent/Participant and Spouse/partner jointly|4, Someone else",NA,NA,NA,NA,NA,"[language_prefer] = '1'","y",NA,NA,NA,NA,NA
"1189","1189","100",NA,NA,NA,NA,"fam_decision_1_x","head_of_household_demographics",NA,"radio","Ngubani odla ngokwenza izigqibo malunga nokuthenga izinto ezinkulu zendlu?","1, uMphenduli / uMthathi-nxaxheba | 2, Umlingane/iqabane | 3, Umphenduli / uMthathi-nxaxheba kunye noMlingane / iqabane ngokudibeneyo | 4, Omnye umntu",NA,NA,NA,NA,NA,"[language_prefer] = '2'","y",NA,NA,NA,NA,NA
"2396","2396","100",NA,NA,NA,NA,"fam_decision_2","head_of_household_demographics",NA,"radio","Who usually makes decisions about making purchases for daily household needs?","1, Respondent/Participant|2, Spouse/partner|3, Respondent/Participant and Spouse/partner jointly|4, Someone else",NA,NA,NA,NA,NA,"[language_prefer] = '1'","y",NA,NA,NA,NA,NA
"1189","1189","100",NA,NA,NA,NA,"fam_decision_2_x","head_of_household_demographics",NA,"radio","Ngubani odla ngokwenza izigqibo malunga nokuthenga iimfuno zemihla ngemihla zekhaya?","1, uMphenduli / uMthathi-nxaxheba | 2, Umlingane/iqabane | 3, Umphenduli / uMthathi-nxaxheba kunye noMlingane / iqabane ngokudibeneyo | 4, Omnye umntu",NA,NA,NA,NA,NA,"[language_prefer] = '2'","y",NA,NA,NA,NA,NA
"2396","2396","100",NA,NA,NA,NA,"fam_decision_3","head_of_household_demographics",NA,"radio","Who usually makes decisions about visits to family or relatives?","1, Respondent/Participant|2, Spouse/partner|3, Respondent/Participant and Spouse/partner jointly|4, Someone else",NA,NA,NA,NA,NA,"[language_prefer] = '1'","y",NA,NA,NA,NA,NA
"1189","1189","100",NA,NA,NA,NA,"fam_decision_3_x","head_of_household_demographics",NA,"radio","Ngubani odla ngokwenza izigqibo ngokutyelela intsapho okanye izalamane?","1, uMphenduli / uMthathi-nxaxheba | 2, Umlingane/iqabane | 3, Umphenduli / uMthathi-nxaxheba kunye noMlingane / iqabane ngokudibeneyo | 4, Omnye umntu",NA,NA,NA,NA,NA,"[language_prefer] = '2'","y",NA,NA,NA,NA,NA
"2396","2396","100",NA,NA,NA,NA,"navigate_tablet_e","head_of_household_demographics","<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p style=""text-align: center;"">Literacy and Tablet Navigation</p> <p style=""text-align: center;"">(RA administered)</p> </div></div>","yesno","Are you able to navigate a tablet or smartphone?",NA,NA,NA,NA,NA,NA,"[language_prefer] = '1'","y",NA,NA,NA,NA,NA
"1189","1189","100",NA,NA,NA,NA,"navigate_tablet_x","head_of_household_demographics",NA,"radio","Unalo ulwazi lokusebenzisa/ ukucofa i-Tablet?","1, Ewe|0, Hayi",NA,NA,NA,NA,NA,"[language_prefer] = '2'","y",NA,NA,NA,NA,NA
"1357","1357","100",NA,NA,NA,NA,"ra_note_e","head_of_household_demographics",NA,"radio","<div class=""rich-text-field-label""><p><span style=""color: #3598db;"">Note to RA:</span><br /><br /><span style=""color: #3598db;"">Please hand over the tablet to participant and ask him/her to read the following sentence OUT LOUD and click <span style=""color: #000000;"">PROCEED</span> when they are done.</span></p> <p><span style=""color: #000000;"">I had a cup of tea this morning and porridge for breakfast.</span></p></div>","1, Proceed",NA,NA,NA,NA,NA,"[language_prefer] = '1' and [navigate_tablet_e]='1'","y","LV",NA,NA,NA,NA
"317","317","100",NA,NA,NA,NA,"ra_note_x","head_of_household_demographics",NA,"radio","<div class=""rich-text-field-label""><p><span style=""color: #3598db;"">Inqaku eliya kwi-RA:</span><br /><br /><span style=""color: #3598db;"">Nceda unike umthathi-nxaxheba i-Tablet uze umcele ukuba afunde esi sivakalisi silandelayo ngokuvakalayo wakugqiba ucofe u</span>-""QHUBEKA"".<br /><br />Ndiye ndaphunga iti ekuseni ndatya nesidudu.</p></div>","1, Qhubeka",NA,NA,NA,NA,NA,"[language_prefer] = '2' and [navigate_tablet_x] ='1'","y","LV",NA,NA,NA,NA
"1358","1358","100",NA,NA,NA,NA,"literate_check_e","head_of_household_demographics",NA,"yesno","Was the participant able to read sentence on their own?",NA,NA,NA,NA,NA,NA,"[language_prefer] = '1' and [ra_note_e] ='1'","y",NA,NA,NA,NA,NA
"319","319","100",NA,NA,NA,NA,"literate_check_x","head_of_household_demographics",NA,"radio","Ingaba umthathi-nxaxheba ubekwazile ukuzifundela isivakalisi?","1, Ewe|0, Hayi",NA,NA,NA,NA,NA,"[language_prefer] = '2' and [ra_note_x]= '1'","y",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"instruct_ra_fun","head_of_household_demographics","<div class=""rich-text-field-label""><p style=""text-align: center;"">Familiarizing the participant with the tablet</p></div>","descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Intruction to RA:</span></p> <p><span style=""color: #236fa1;"">Please hand the tablet to the participant and ask them to complete the fun questions. Please assist them if they have any questions about navigating the tablet.</span></p></div>",NA,NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' or [navigate_tablet_x] = '1' and [literate_check_e] = '1' or [literate_check_x] = '1'",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"ins_7","head_of_household_demographics",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Please indicate how much you like the following</span></p></div>",NA,NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1' and [language_prefer] = '1'",NA,NA,NA,NA,NA,NA
"1344","1344","100",NA,NA,NA,NA,"f1","head_of_household_demographics",NA,"radio","Soccer / football","1, Not at all | 2, Somewhat | 3, A lot",NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1' and [language_prefer] = '1'","y",NA,NA,"fun3",NA,NA
"1344","1344","100",NA,NA,NA,NA,"f2","head_of_household_demographics",NA,"radio","Cooking","1, Not at all | 2, Somewhat | 3, A lot",NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1' and [language_prefer] = '1'","y",NA,NA,"fun3",NA,NA
"1344","1344","100",NA,NA,NA,NA,"f3","head_of_household_demographics",NA,"radio","Spending time with family or friends","1, Not at all | 2, Somewhat | 3, A lot",NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1' and [language_prefer] = '1'","y",NA,NA,"fun3",NA,NA
NA,NA,NA,NA,NA,NA,NA,"ins_8","head_of_household_demographics",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">Nceda ubonise ukuba ukuthanda kangakanani oku kulandelayo</span></p></div>",NA,NA,NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1' and [language_prefer] = '2'",NA,NA,NA,NA,NA,NA
"316","316","100",NA,NA,NA,NA,"f1_x","head_of_household_demographics",NA,"radio","Ibhola ekhatywayo","1, Akunjalo kwaphela | 2, Ngandlel' ithile | 3, Kakhulu",NA,NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1' and [language_prefer] = '2'","y",NA,NA,"fun3_x",NA,NA
"316","316","100",NA,NA,NA,NA,"f2_x","head_of_household_demographics",NA,"radio","Ukupheka","1, Akunjalo kwaphela | 2, Ngandlel' ithile | 3, Kakhulu",NA,NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1' and [language_prefer] = '2'","y",NA,NA,"fun3_x",NA,NA
"316","316","100",NA,NA,NA,NA,"f3_x","head_of_household_demographics",NA,"radio","Ukuchitha ixesha nosapho nabahlobo","1, Akunjalo kwaphela | 2, Ngandlel' ithile | 3, Kakhulu",NA,NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1' and [language_prefer] = '2'","y",NA,NA,"fun3_x",NA,NA
NA,NA,NA,NA,NA,NA,NA,"fun1","head_of_household_demographics",NA,"checkbox","Which of these foods do you eat?","1, Rice|2, Meat|3, Pap|4, Vegetables|5, Fruit|6, Other","Select as many as you like",NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1'","y",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"fun1_x","head_of_household_demographics",NA,"checkbox","Kokuphi ukutya okutyayo koku?","1, Rayisi | 2, Nyama | 3, Papa | 4, Imifuno | 5, Iziqhamo | 6, Okunye","Khetha ezininzi kangangoko uthanda",NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1'","y",NA,NA,NA,NA,NA
"1344","1344","100",NA,NA,NA,NA,"fun2","head_of_household_demographics",NA,"radio","If you could visit any country in the world, which would you choose?","1, Botswana|2, Jamaica|3, France|4, United States of America|5, Other",NA,NA,NA,NA,NA,"[navigate_tablet_e] = '1' and [literate_check_e] = '1'","y",NA,NA,NA,NA,NA
"316","316","100",NA,NA,NA,NA,"fun2_x","head_of_household_demographics",NA,"radio","Ukuba ubunokutyelela naliphi na ilizwe ehlabathini, ubuya kukhetha eliphi?","1, Botswana|2, Jamaica|3, France|4, United States of America|5, Other",NA,NA,NA,NA,NA,"[navigate_tablet_x] = '1' and [literate_check_x] = '1'","y",NA,NA,NA,NA,NA
"1344","1344","100",NA,NA,NA,NA,"instruct_part","head_of_household_demographics",NA,"radio","<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #e03e2d;""><span style=""color: #843fa1;"">DO NOT CLICK on the button below, please hand the tablet back to the research assistant</span></span></p></div>","1, Research Assistant please click here",NA,NA,NA,NA,NA,"[fun2] = '1' or [fun2] = '2' or [fun2] = '3' or [fun2] = '4' or [fun2] = '5'","y","RH",NA,NA,NA,NA
"316","316","100",NA,NA,NA,NA,"instruct_part_2","head_of_household_demographics",NA,"radio","<div class=""rich-text-field-label""><p style=""text-align: left;""><span style=""color: #e03e2d;""><span style=""color: #843fa1;"">Nceda ubuyisele iTabhulethi kwi RA</span></span></p> <p style=""text-align: center;""> </p></div>","1, Mncedisi wophando nceda ucofe apha",NA,NA,NA,NA,NA,"[fun2_x] = '1' or [fun2_x] = '2' or [fun2_x] = '3' or [fun2_x] = '4' or [fun2_x] = '5'","y","RH",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"sa_questionnaire_e","head_of_household_demographics",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">RA Instructions:</span></p> <p><span style=""color: #236fa1;"">The participant MUST do the Questionnaires themselves</span></p> <p><span style=""color: #236fa1; font-weight: normal;"">Please check whether all fields on this form are completed properly. </span></p> <p><span style=""color: #236fa1; font-weight: normal;"">Once done, select unverified then save and exit. </span></p> <p><span style=""color: #236fa1; font-weight: normal;"">You can proceed with the Questionnaires on the next form. </span></p> <p style=""text-align: center;""> </p></div>",NA,NA,NA,NA,NA,NA,"[instruct_part] = '1' or [instruct_part_2] = '1'",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"ra_note_e_2","head_of_household_demographics",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #236fa1;"">RA Instructions:</span></p> <p><span style=""color: #236fa1;"">The Questionnaires MUST BE RA ADMINISTERED</span></p> <p><span style=""color: #236fa1; font-weight: normal;"">Please check whether all fields on this form are completed properly. </span></p> <p><span style=""color: #236fa1; font-weight: normal;"">Once done, select unverified then save and exit. </span></p> <p><span style=""color: #236fa1; font-weight: normal;"">You can proceed with the Questionnaires on the next form. </span></p></div>",NA,NA,NA,NA,NA,NA,"(([literate_check_e] ='0' and [navigate_tablet_e] ='1') or ([literate_check_e] ='1' and [navigate_tablet_e] ='0') or ([literate_check_e] ='0' and [navigate_tablet_e] ='0')) or (([literate_check_x] ='0' and [navigate_tablet_x] ='1') or ([literate_check_x] ='1' and [navigate_tablet_x] ='0') or ([literate_check_x] ='0' and [navigate_tablet_x] ='0'))",NA,NA,NA,NA,NA,NA
"3583","15574","23",NA,NA,NA,NA,"staff4","questionnaires","<CENTER> STAFF DETAILS

","text","Staff Name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"@USERNAME @READONLY"
"3583","15574","23",NA,NA,NA,NA,"date4","questionnaires",NA,"text","Date",NA,NA,"date_dmy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"@TODAY @READONLY @HIDEBUTTON"
"3583","15574","23",NA,NA,NA,NA,"time4","questionnaires",NA,"text","Start Time",NA,NA,"time",NA,NA,NA,NA,NA,NA,NA,NA,NA,"@NOW @READONLY @HIDEBUTTON"
"3580","15574","23",NA,NA,NA,NA,"ques_language","questionnaires",NA,"radio","Note to RA:

Which language does the participant prefer to do the questionnaire in?
","1, English|2, IsiXhosa",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"ra_instr","questionnaires",NA,"descriptive","<div class=""rich-text-field-label""><p><span style=""color: #2dc26b;"">RA: <span style=""text-decoration: underline;"">Please hand the tablet to the participant and ask them to complete all the following questions</span> on their own. They can ask you for help if they have any questions.</span></p></div>",NA,NA,NA,NA,NA,NA,"[ques_language] = '1' or [ques_language] = '2'",NA,NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"hoh_last_clinic_any_e","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>Which clinic did you last attend for any of your health needs?</p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '1'","y","RH",NA,NA,NA,NA
"1236","1236","100",NA,NA,NA,NA,"hoh_last_clinic_any_x","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>Yeyiphi iklinikhi othe wagqibela ukuya kuyo ngazo naziphi na iimfuno zakho zempilo?</p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '2'","y","RH",NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"symptom_preffered_clinic","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>If you had a cough, night-sweats, fever or unexplained weight loss, which clinic would you go to for care?</p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"1236","1236","100",NA,NA,NA,NA,"symptom_preffered_clinic_x","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>Ukuba unokhohlokhohlo, ukubila ebusuku, umkhuhlane okanye ukwehla komzimba okungaqhelekanga, yeyiphi iklinikhi onokuthi uye kuyo ukuze ufumane ukhathalelo?</p> <p> </p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,NA,NA,NA
"2344","2344","100",NA,NA,NA,NA,"tb_diagnosed_clinic_prefer","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>If you were diagnosed with TB, which clinic would you want to get your treatment from?</p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '1'","y",NA,NA,NA,NA,NA
"1236","1236","100",NA,NA,NA,NA,"tb_diagnosed_clinic_prefer_x","questionnaires",NA,"dropdown","<div class=""rich-text-field-label""><p>Ukuba ufunyaniswe une-TB, yeyiphi iklinikhi obungathanda ukufumana kuyo unyango lwakho?</p></div>","1, ec Chris Hani Clinic|2, ec Duncan Village CHC|3, ec Fezeka NU 3 Clinic|4, ec Ginsberg Clinic|5, ec Gompo A Ndende Clinic|6, ec Gompo B Jwayi Clinic|7, ec Gompo C Jabavu Clinic|8, ec Grey Gateway Clinic|9, ec John Dube Clinic|10, ec Luyolo NU 9 Clinic|11, ec Ndevana Clinic|12, ec NU 12 Clinic|13, ec NU 13 Clinic|14, ec Pefferville Clinic|15, ec Philani NU 1 Clinic|16, ec Aspiranza Clinic|17, ec Alphendale Clinic|18, ec Zwelitsha Zone 5 Clinic|19, ec Empilweni Gompo CHC|20, ec Pakamisa Clinic|21, Other",NA,NA,NA,NA,NA,"[ques_language] = '2'","y",NA,NA,NA,NA,NA
