"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tbip_f2_ss10,index_follow_up_questionnaire_2,,radio,"10. There is a special person in my life who cares about my feelings.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,tbip_f2_pss,,
tbip_f2_ss11,index_follow_up_questionnaire_2,,radio,"11. My family is willing to help me make decisions.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,tbip_f2_pss,,
tbip_f2_ss12,index_follow_up_questionnaire_2,,radio,"12. I can talk about my problems with my friends.","1, Very Strongly Disagree|2, Strongly Disagree|3, Mildly Disagree|4, Neutral|5, Mildly Agree|6, Strongly Agree|7, Very Strongly Agree",,,,,,,y,,,tbip_f2_pss,,
tbip_f2_mos_description,index_follow_up_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #169179;"">People sometimes look to others for companionship, assistance, or other types of support. How often is each of the following kinds of support available to you if you need it?</span></h5></div>",,,,,,,,,LV,,,,
tbip_f2_mos1,index_follow_up_questionnaire_2,,radio,"1. Someone to help you if you were confined in bed","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos2,index_follow_up_questionnaire_2,,radio,"2. Someone you can count on to listen to you when you need to talk","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos3,index_follow_up_questionnaire_2,,radio,"3. Someone to give you advice about a crisis","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos4,index_follow_up_questionnaire_2,,radio,"4. Someone to take you to the doctor if you needed it","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos5,index_follow_up_questionnaire_2,,radio,"5. Someone who shows you love and affection","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos6,index_follow_up_questionnaire_2,,radio,"6. Someone to have a good time with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos7,index_follow_up_questionnaire_2,,radio,"7. Someone to give you information to help you understand a situation","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos8,index_follow_up_questionnaire_2,,radio,"8. Someone to confide in or talk to about yourself or your problems","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos9,index_follow_up_questionnaire_2,,radio,"9. Someone who hugs you","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos10,index_follow_up_questionnaire_2,,radio,"10. Someone to get together for relaxation","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos11,index_follow_up_questionnaire_2,,radio,"11. Someone to prepare your meals if you were unable to do it yourself","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos12,index_follow_up_questionnaire_2,,radio,"12. Someone whose advice you really want","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos13,index_follow_up_questionnaire_2,,radio,"13. Someone to do things with to help get your mind off things","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos14,index_follow_up_questionnaire_2,,radio,"14. Someone to help with daily chores if you were sick","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos15,index_follow_up_questionnaire_2,,radio,"15. Someone to share your most private worries and fears with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos16,index_follow_up_questionnaire_2,,radio,"16. Someone to turn to for suggestions about how to deal with a personal problem","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos17,index_follow_up_questionnaire_2,,radio,"17. Someone to do something enjoyable with","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos18,index_follow_up_questionnaire_2,,radio,"18. Someone who understands your problems","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_mos19,index_follow_up_questionnaire_2,,radio,"19. Someone to love and make you feel wanted","1, None of the time | 2, A little of the time | 3, Some of the time | 4, Most of the time | 5, All of the time",,,,,,,y,LV,,tbip_f2_mos,,
tbip_f2_instruct4_ss,index_follow_up_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">SECTION 14: SOCIAL CAPITAL + TRUST</h6></div>",descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #169179;"">The statements below are about <span style=""text-decoration: underline;"">networks of relationships among people in your community</span>.</span><br /><br /><span style=""color: #169179;"">Do you agree or disagree with statements about the people in the community where you live?</span></h5></div>",,,,,,,,,LV,,,,
tbip_f2_sst1,index_follow_up_questionnaire_2,,radio,"1. People in the community where I live are friendly","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,tbip_f2_sst3,,
tbip_f2_sst2,index_follow_up_questionnaire_2,,radio,"2. People in the community where I live help each other without having to be asked","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,tbip_f2_sst3,,
tbip_f2_sst3,index_follow_up_questionnaire_2,,radio,"3. People in the community where I live trust their neighbors","1, Strongly Disagree | 2, Disagree | 3, Agree | 4, Strongly Agree",,,,,,,y,,,tbip_f2_sst3,,
tbip_f2_sst4,index_follow_up_questionnaire_2,,radio,"4. How do you view other people?

Generally speaking, would you say that most people can be trusted or that you can't be too careful in dealing with people?","1, People can be trusted | 2, You can't be too careful | 3, Depends",,,,,,,y,LV,,,,
tbip_f2_instruct3_ss,index_follow_up_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">We'd like to know how much you <span style=""text-decoration: underline;"">trust different groups of people or sources of information</span>. Generally speaking, would you say that you can trust them a lot, some, only a little, or not at all?</span></h5></div>",,,,,,,,,LV,,,,
tbip_f2_sst5,index_follow_up_questionnaire_2,,radio,"5. People in the community where you live","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst6,index_follow_up_questionnaire_2,,radio,"6. People you work with","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst7,index_follow_up_questionnaire_2,,radio,"7. People at your church or place of worship","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst8,index_follow_up_questionnaire_2,,radio,"8. People who work in the stores where you shop","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst9,index_follow_up_questionnaire_2,,radio,"9. The local news sources, for example ""Radio, Television, Newspapers, Loudspeaker""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst10,index_follow_up_questionnaire_2,,radio,"10. Your online social network, for example ""WhatsApp, Facebook, Instagram, Twitter, TikTok""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst11,index_follow_up_questionnaire_2,,radio,"11. The police in your community","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst12,index_follow_up_questionnaire_2,,radio,"12. Xhosa people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst13,index_follow_up_questionnaire_2,,radio,"13. Zulu people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst14,index_follow_up_questionnaire_2,,radio,"14. Other Black South Africans, for example ""Venda, Sotho, Ndebele, Tswana, Tsonga, Pedi""","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst15,index_follow_up_questionnaire_2,,radio,"15. Colored people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst16,index_follow_up_questionnaire_2,,radio,"16. Indian people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst17,index_follow_up_questionnaire_2,,radio,"17. White people","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_sst18,index_follow_up_questionnaire_2,,radio,"18. People who are from other African countries, for example Zimbabwe, Mozambique, or Nigeria","4, Trust them alot | 3, Some | 2, Only a little | 1, Not at all | 0, Doesn't apply",,,,,,,y,,,tbip_f2_sst18,,
tbip_f2_instruct2_ss,index_follow_up_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">This set of questions asks about different interactions you may have with people who live in the same community as you.</span></h5></div>",,,,,,,,,LV,,,,
tbip_f2_sst19,index_follow_up_questionnaire_2,,radio,"19. How likely is it that a neighbour would help you when you are sick?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst20,index_follow_up_questionnaire_2,,radio,"20. How likely is it that you would help a neighbour when he/she is sick?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst21,index_follow_up_questionnaire_2,,radio,"21. How likely is it that a neighbour would keep an eye on your home while you are away?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst22,index_follow_up_questionnaire_2,,radio,"22. How likely is it that a neighbour would lend/borrow you R250?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst23,index_follow_up_questionnaire_2,,radio,"23. How likely is it that you would lend a neighbour R250?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst24,index_follow_up_questionnaire_2,,radio,"24. How likely is it that you would lend  a neighbor R60 to take public transportation?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst25,index_follow_up_questionnaire_2,,radio,"25. How likely is it that a neighbour would lend/borrow you some salt?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_sst26,index_follow_up_questionnaire_2,,radio,"26. How likely is it that you would lend a neighbour some salt?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst26,,
tbip_f2_instruction_ss,index_follow_up_questionnaire_2,,descriptive,"<div class=""rich-text-field-label""><h5><span style=""color: #236fa1;"">Now imagine you lost a wallet or purse that contained R250 and your contact detail. How likely is it to be returned to you by the following people?</span></h5></div>",,,,,,,,,,,,,
tbip_f2_sst27,index_follow_up_questionnaire_2,,radio,"27. Found and returned to you by someone who lives in the same community as you?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst28,,
tbip_f2_sst28,index_follow_up_questionnaire_2,,radio,"28. Found and returned to you by a complete stranger?","3, Very Likely | 2, Somewhat Likely | 1, Not Likely at all",,,,,,,y,,,tbip_f2_sst28,,
tbip_f2_masc_chronic_d_start_e,index_follow_up_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;"">  <span style=""font-weight: normal;"">SECTION 18: MASCULINITY</span></h6> <p style=""text-align: center;""> </p></div>
",descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <h5 style=""text-align: left;""><span style=""color: #236fa1;"">The following section is about your beliefs about <span style=""text-decoration: underline;"">masculinity</span>.</span><span style=""color: #236fa1;""> Indicate how you feel about each statement.</span></h5> </div> <p> </p></div>",,,,,,,,,,,,,
tbip_f2_masc_chronic_d1,index_follow_up_questionnaire_2,,radio,"1. Being physically strong is important to me","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d2,index_follow_up_questionnaire_2,,radio,"2. I like to know I am looking after my partner or family","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d3,index_follow_up_questionnaire_2,,radio,"3. Having a good level of fitness is important to me","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d4,index_follow_up_questionnaire_2,,radio,"4. I am a fighter","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d5,index_follow_up_questionnaire_2,,radio,"5. I need to provide financial security for my partner or family","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d6,index_follow_up_questionnaire_2,,radio,"6. Being an active person in important to me","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d7,index_follow_up_questionnaire_2,,radio,"7. Being able to provide for my partner or family is important to me","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d8,index_follow_up_questionnaire_2,,radio,"8. I am a competitive person","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_masc_chronic_d9,index_follow_up_questionnaire_2,,radio,"9. It's up to me to protect my partner or family","1, Not at all true | 2, Somewhat true | 3, Very true",,,,,,[baseline_arm_1][tbip_sc_gender]='1',y,,,tbip_f2_masculinity_chronic_disease,,
tbip_f2_instruct32_ss,index_follow_up_questionnaire_2,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""font-weight: normal;"">SECTION 20: FOOD SECURITY</span></h6> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h6><span style=""color: #236fa1;"">You will now read several statements that people have made about their <span style=""text-decoration: underline;"">food situation</span>. For these statements, please tell me whether the statement was often true, sometimes true, or never true for your household <span style=""text-decoration: underline;"">in the last 30 days</span>.</span></h6></div>",,,,,,,,,LV,,,,
tbip_f2_fs_c1,index_follow_up_questionnaire_2,,radio,"1. We worried whether our food would run out before we could get more or get money to buy more.   Did this happen often, sometimes, or never in the last 30 days?","3, Often | 2, Sometimes | 1, Never | 98, I don't know",,,,,,,y,,,tbip_f2_food_security3,,
